
Generic Name,Company Name, Contact Info, Presentation, Type of Update,Date of Update, Availability Information, Related Information, Resolved Note, Reason for Shortage, Therapeutic Category, Status, Change Date, Date Discontinued, Initial Posting Date, Generic Name Note, Generic Name Link , Company Info Link, Availability Link, Related Info Link,   Resolved Note Link, Discontinued Note Link
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 27 mg (NDC 13811-707-10)","Reverified","08/17/2026","Limited Availability","Allocation to current contracted customers","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 13811-708-10)","Reverified","08/17/2026","Limited Availability","Allocation to current contracted customers","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 45 mg (NDC 13811-711-30)","Reverified","08/17/2026","Limited Availability","Allocation to current contracted customers","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 54 mg (NDC 13811-709-10)","Reverified","08/17/2026","Limited Availability","Allocation to current contracted customers","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 63 mg (NDC 13811-700-30)","Reverified","08/17/2026","Limited Availability","Allocation to current contracted customers","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Trigen Laboratories, LLC","800-541-4802","Methylphenidate Hydrochloride, Tablet, Extended Release, 72 mg (NDC 13811-710-30)","Reverified","08/17/2026","Limited Availability","Allocation to current contracted customers","","Demand increase for the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736) Monday through Friday from 9:00 AM to 8:00 PM ET","Concerta, Tablet, Extended Release, 18 mg (NDC 50458-585-01)","Reverified","08/19/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736) Monday through Friday from 9:00 AM to 8:00 PM ET","Concerta, Tablet, Extended Release, 27 mg (NDC 50458-588-01)","Reverified","08/19/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736) Monday through Friday from 9:00 AM to 8:00 PM ET","Concerta, Tablet, Extended Release, 36 mg (NDC 50458-586-01)","Reverified","08/19/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Janssen Pharmaceuticals","800-JANSSEN (1-800-526-7736) Monday through Friday from 9:00 AM to 8:00 PM ET","Concerta, Tablet, Extended Release, 54 mg (NDC 50458-587-01)","Reverified","08/19/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Sun Pharmaceutical Industries, Inc.","800-818-4555","Methylphenidate Hydrochloride, Tablet, Extended Release, 18 mg (NDC 57664-606-88)","Revised","08/27/2026","Unavailable","Currently not marketed","","Discontinuation of the manufacture of the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Sun Pharmaceutical Industries, Inc.","800-818-4555","Methylphenidate Hydrochloride, Tablet, Extended Release, 27 mg (NDC 57664-607-88)","Revised","08/27/2026","Unavailable","Currently not marketed","","Discontinuation of the manufacture of the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Sun Pharmaceutical Industries, Inc.","800-818-4555","Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 57664-608-88)","Revised","08/27/2026","Unavailable","Currently not marketed","","Discontinuation of the manufacture of the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Sun Pharmaceutical Industries, Inc.","800-818-4555","Methylphenidate Hydrochloride, Tablet, Extended Release, 54 mg (NDC 57664-609-88)","Revised","08/27/2026","Unavailable","Currently not marketed","","Discontinuation of the manufacture of the drug","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","800-541-4802","Relexxii, Tablet, Extended Release, 18 mg (NDC 68025-095-10)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","800-541-4802","Relexxii, Tablet, Extended Release, 27 mg (NDC 68025-096-10)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","800-541-4802","Relexxii, Tablet, Extended Release, 36 mg (NDC 68025-097-10)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","800-541-4802","Relexxii, Tablet, Extended Release, 45 mg (NDC 68025-088-30)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","800-541-4802","Relexxii, Tablet, Extended Release, 54 mg (NDC 68025-098-10)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","800-541-4802","Relexxii, Tablet, Extended Release, 63 mg (NDC 68025-089-30)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylphenidate Hydrochloride Tablet, Extended Release","Vertical Pharmaceuticals, LLC","800-541-4802","Relexxii, Tablet, Extended Release, 72 mg (NDC 68025-084-30)","Reverified","08/17/2026","Available","","","","Psychiatry","Current","","","07/26/2023","","","","","","",""
"Methylprednisolone Acetate Injection","Eugia US LLC","888-238-7880","Methylprednisolone Acetate, Injection, 40 mg/1 mL (NDC 55150-313-01)","Reverified","08/06/2026","Unavailable","On backorder. Recovery: TBD. Check wholesalers for inventory","","Demand increase for the drug","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Eugia US LLC","888-238-7880","Methylprednisolone Acetate, Injection, 80 mg/1 mL (NDC 55150-314-01)","Reverified","08/06/2026","Unavailable","On backorder. Recovery: TBD. Check wholesalers for inventory","","Demand increase for the drug","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Sagent Pharmaceuticals","866-625-1618","Methylprednisolone Acetate, Injection, 40 mg/1 mL (NDC 25021-820-10)","Reverified","08/18/2026","Unavailable","Estimated recovery: November 2026","","Shortage of an active ingredient","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Sagent Pharmaceuticals","866-625-1618","Methylprednisolone Acetate, Injection, 40 mg/1 mL (NDC 25021-820-05)","Reverified","08/18/2026","Unavailable","Estimated recovery: November 2026","","Shortage of an active ingredient","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Sagent Pharmaceuticals","866-625-1618","Methylprednisolone Acetate, Injection, 80 mg/1 mL (NDC 25021-821-05)","Reverified","08/18/2026","Limited Availability","Estimated recovery: November 2026, Product on hand is 8-12 months of dating prior to expiry","","Shortage of an active ingredient","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Par Health, USA LLC","800-828-9393","Methylprednisolone Acetate, Injection, 80 mg/1 mL (NDC 42023-240-01)","Reverified","08/18/2026","Unavailable","Estimated recovery: TBD","","Demand increase for the drug","Rheumatology","Current","","","06/16/2022","","","","","","",""
"Methylprednisolone Acetate Injection","Amneal Pharmaceuticals","866-525-7270","Methylprednisolone Acetate, Injection, 40 mg/1 mL (NDC 70121-1573-1)","Revised","06/17/2026","Limited Availability","On backorder. Estimated recovery: late July","","Other","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Amneal Pharmaceuticals","866-525-7270","Methylprednisolone Acetate, Injection, 40 mg/1 mL (NDC 70121-1573-5)","Revised","06/17/2026","Available","","","","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Amneal Pharmaceuticals","866-525-7270","Methylprednisolone Acetate, Injection, 80 mg/1 mL (NDC 70121-1574-1)","Revised","06/17/2026","Available","","","","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Amneal Pharmaceuticals","866-525-7270","Methylprednisolone Acetate, Injection, 80 mg/1 mL (NDC 70121-1574-5)","Revised","06/17/2026","Available","","","","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 20 mg/1 mL (NDC 0009-0274-01)","Reverified","08/24/2026","Available","","","","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 40 mg/1 mL (NDC 0009-0280-02)","Reverified","08/24/2026","Available","","","","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 40 mg/1 mL (NDC 0009-0280-03)","Revised","08/24/2026","Limited Availability","Limited Supply Available. Next Delivery: August 2026; Estimated Recovery: September 2026; Shortage per Manufacturer: Manufacturing Delay","","Other","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 40 mg/1 mL (NDC 0009-0280-51)","Reverified","08/24/2026","Available","","","","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 40 mg/1 mL (NDC 0009-0280-52)","Reverified","08/24/2026","Available","","","","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 80 mg/1 mL (NDC 0009-0306-02)","Reverified","08/24/2026","Available","","","","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 80 mg/1 mL (NDC 0009-0306-12)","Reverified","08/24/2026","Available","","","","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 40 mg/1 mL (NDC 0009-3073-01)","Revised","08/24/2026","Limited Availability","Limited Supply Available. Next Delivery: August 2026; Estimated Recovery: September 2026","","Demand increase for the drug","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 40 mg/1 mL (NDC 0009-3073-03)","Revised","08/24/2026","Limited Availability","Limited Supply Available. Next Delivery and Estimated Recovery: September 2026; Shortage per Manufacturer: Manufacturing Delay","","Other","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 40 mg/1 mL (NDC 0009-3073-22)","Revised","08/24/2026","Unavailable","Next Delivery: September 2026; Estimated Recovery: December 2026","","Demand increase for the drug","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 40 mg/1 mL (NDC 0009-3073-23)","Revised","08/24/2026","Unavailable","Next Delivery: October 2026; Estimated Recovery: December 2026; Shortage per Manufacturer: Manufacturing Delay","","Other","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 80 mg/1 mL (NDC 0009-3475-01)","Revised","08/24/2026","Limited Availability","Limited Supply Available. Next Delivery: October 2026; Estimated Recovery: December 2026; Shortage per Manufacturer: Manufacturing Delay","","Other","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Methylprednisolone Acetate Injection","Pfizer Inc.","844-646-4398","Depo-medrol, Injection, 80 mg/1 mL (NDC 0009-3475-03)","Reverified","08/24/2026","Available","","","","Rheumatology","Current","","","12/15/2021","","","","","","",""
"Metoprolol Succinate Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Metoprolol Succinate, Tablet, Extended Release, 50 mg (NDC 45963-676-11)","New","08/31/2026","","A business decision was made to discontinue manufacture of the drug.","","","Cardiovascular","To Be Discontinued","","08/31/2026","08/31/2026","","","","","","",""
"Metoprolol Succinate Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Metoprolol Succinate, Tablet, Extended Release, 50 mg (NDC 45963-676-96)","New","08/31/2026","","A business decision was made to discontinue manufacture of the drug.","","","Cardiovascular","To Be Discontinued","","08/31/2026","08/31/2026","","","","","","",""
"Metoprolol Succinate Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Metoprolol Succinate, Tablet, Extended Release, 100 mg (NDC 45963-677-11)","New","08/31/2026","","A business decision was made to discontinue manufacture of the drug.","","","Cardiovascular","To Be Discontinued","","08/31/2026","08/31/2026","","","","","","",""
"Metoprolol Succinate Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Metoprolol Succinate, Tablet, Extended Release, 100 mg (NDC 45963-677-96)","New","08/31/2026","","A business decision was made to discontinue manufacture of the drug.","","","Cardiovascular","To Be Discontinued","","08/31/2026","08/31/2026","","","","","","",""
"Metoprolol Succinate Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Metoprolol Succinate, Tablet, Extended Release, 200 mg (NDC 45963-678-11)","New","08/31/2026","","A business decision was made to discontinue manufacture of the drug.","","","Cardiovascular","To Be Discontinued","","08/31/2026","08/31/2026","","","","","","",""
"Metoprolol Succinate Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Metoprolol Succinate, Tablet, Extended Release, 25 mg (NDC 45963-709-11)","New","08/31/2026","","A business decision was made to discontinue manufacture of the drug.","","","Cardiovascular","To Be Discontinued","","08/31/2026","08/31/2026","","","","","","",""
"Metoprolol Succinate Tablet, Extended Release","Teva Pharmaceuticals USA, Inc.","800-545-8800","Metoprolol Succinate, Tablet, Extended Release, 25 mg (NDC 45963-709-96)","New","08/31/2026","","A business decision was made to discontinue manufacture of the drug.","","","Cardiovascular","To Be Discontinued","","08/31/2026","08/31/2026","","","","","","",""
"Metronidazole Injection","Gland Pharma Limited","Distributed by Sun Pharma","Metronidazole In Plastic Container, Injection, 500 mg/100 mL (NDC 47335-993-01)","Reverified","07/22/2026","Unavailable","Discontinuation of the manufacture of the drug","","Discontinuation of the manufacture of the drug","Anti-Infective","Current","","","01/13/2022","","","","","","",""
"Metronidazole Injection","Baxter Healthcare","888-229-0001","Flagyl I.v. Rtu In Plastic Container, Injection, 500 mg/100 mL (NDC 0338-1055-48)","Reverified","08/17/2026","Available","","","","Anti-Infective","Current","","","01/13/2022","","","","","","",""
"Metronidazole Injection","InfoRLife SA","Sagent: 866-625-1618","Metronidazole in Flexible Container, Injection, 500 mg/100 mL (NDC 0409-0152-24)","Reverified","08/18/2026","Limited Availability","Labeler: Hospira Inc.","","Other","Anti-Infective","Current","","","01/13/2022","","","","","","",""
"Metronidazole Injection","InfoRLife SA","Sagent: 866-625-1618","Metronidazole, Injection, 500 mg/100 mL (NDC 25021-131-82)","Revised","08/18/2026","Limited Availability","Estimated recovery: August 2026; Marketed by Sagent Pharmaceuticals","","Other","Anti-Infective","Current","","","01/13/2022","","","","","","",""
"Midazolam Hydrochloride Injection","WG Critical Care","888-493-0861","Midazolam In 0.9% Sodium Chloride, Injection, 1 mg/1 mL (NDC 44567-610-10)","Reverified","09/01/2026","Available","Please check wholesalers and distributors for inventory.","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","WG Critical Care","888-493-0861","Midazolam In 0.9% Sodium Chloride, Injection, 1 mg/1 mL (NDC 44567-611-10)","Reverified","09/01/2026","Available","Please check wholesalers and distributors for inventory.","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Avet Pharmaceuticals, Inc.","855-228-9470","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 23155-601-42)","Reverified","08/18/2026","Available","","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Avet Pharmaceuticals, Inc.","855-228-9470","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 23155-601-41)","Reverified","08/18/2026","Available","","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Avet Pharmaceuticals, Inc.","855-228-9470","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 23155-600-41)","Reverified","08/18/2026","Limited Availability","Estimated recovery: 8/25/2026","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-411-10)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Delay in shipping of the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Midazolam Hydrochloride Preservative Free, Injection, 2 mg/2 mL (NDC 76045-211-20)","Revised","08/25/2026","Unavailable","Next release October 2026. Check wholesalers for inventory.","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-411-12)","Revised","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 63323-411-25)","Revised","08/25/2026","Unavailable","Next release September 2026. Check wholesalers for inventory.","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 63323-412-25)","Reverified","08/25/2026","Unavailable","Next release September 2026. Check wholesalers for inventory.","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 63323-412-10)","Reverified","08/25/2026","Unavailable","Estimated recovery: TBD","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Fresenius Kabi USA, LLC","888-386-1300","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 63323-412-02)","Reverified","08/25/2026","Available","Check wholesalers for inventory","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6056-10)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6057-25)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 0641-6059-01)","Revised","08/13/2026","Unavailable","Additional lots will be available in the September 2026 timeframe.  Product will be made available as it is released.","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 0641-6061-25)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured.  Product will be made available as it is released.","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 0641-6060-10)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured.  Product will be made available as it is released.","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Midazolam Hydrochloride Preservative Free, Injection, 2 mg/2mL (1 mg/mL) (NDC 0409-2305-17)","Revised","08/24/2026","Limited Availability","Next Delivery and Estimated Recovery: December 2026","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Midazolam Hydrochloride Preservative Free, Injection, 5 mg/5 mL (1 mg/mL) (NDC 0409-2305-05)","Revised","08/24/2026","Unavailable","Next Delivery: October 2026; Estimated Recovery: December 2026","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Midazolam Hydrochloride Preservative Free, Injection, 5 mg/mL (5 mg/mL) (NDC 0409-2308-01)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2026","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Midazolam Hydrochloride, Injection, 50 mg/10 mL (5 mg/mL) (NDC 0409-2596-05)","Reverified","08/24/2026","Available","","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Midazolam Hydrochloride Preservative Free, Injection, 10 mg/2 mL (5 mg/mL) (NDC 0409-2308-02)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: September 2026","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Midazolam Hydrochloride, Injection, 25 mg/5 mL (5 mg/mL) (NDC 0409-2596-03)","Reverified","08/24/2026","Available","","","","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Hospira, Inc., a Pfizer Company","844-646-4398","Midazolam Hydrochloride, Injection, 10 mg/10 mL (1 mg/mL) (NDC 0409-2587-05)","Revised","08/24/2026","Unavailable","Next Delivery and Estimated Recovery: December 2026","","Demand increase for the drug","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Gland Pharma Limited","Avet Pharmaceuticals, Inc.: 855-228-9470; Sagent Pharmaceuticals: 866-625-1618","Midazolam Hydrochloride, Injection, 1 mg/1 mL (NDC 25021-655-02)","Reverified","07/22/2026","Unavailable","Estimated recovery: TBD; Distributed by Sagent Pharmaceuticals","","Other","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Midazolam Hydrochloride Injection","Gland Pharma Limited","Avet Pharmaceuticals, Inc.: 855-228-9470; Sagent Pharmaceuticals: 866-625-1618","Midazolam Hydrochloride, Injection, 5 mg/1 mL (NDC 25021-661-10)","Reverified","07/22/2026","Unavailable","Estimated recovery: TBD; Distributed by Sagent Pharmaceuticals","","Other","Anesthesia; Neurology","Current","","","04/02/2020","","","","","","",""
"Mirikizumab-mrkz Injection","Eli Lilly and Co.","800-545-5979","Omvoh, Injection, 100 mg/1 mL (NDC 0002-8011-27)","New","12/22/2025","","A business decision was made to discontinue. Distribution will end April 2026. The 200 mg/2 mL injection presentation (NDC 0002-3116-11) will remain.","","","Gastroenterology; Other","To Be Discontinued","","12/22/2025","12/22/2025","","","","","","",""
"Mirikizumab-mrkz Injection","Eli Lilly and Co.","800-545-5979","Omvoh, Injection, 100 mg/1 mL (NDC 0002-8870-27)","New","12/22/2025","","A business decision was made to discontinue. Distribution will end April 2026. The 200 mg/2 mL injection presentation (NDC 0002-1442-11) will remain.","","","Gastroenterology; Other","To Be Discontinued","","12/22/2025","12/22/2025","","","","","","",""
"Montelukast Sodium Tablet, Chewable","Organon","844-674-3200","Singulair, Tablet, Chewable, 4 mg (NDC 78206-170-01)","New","11/17/2025","","Discontinuation of the manufacture of the drug","","","Pulmonary/Allergy","To Be Discontinued","","11/17/2025","11/17/2025","","","","","","",""
"Morphine Sulfate Injection","Piramal Critical Care Inc.","800-414-1901","Mitigo, Injection, 200 mg/20 mL (NDC 66794-160-02)","Revised","08/04/2026","Limited Availability","On allocation","","Demand increase for the drug","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Piramal Critical Care Inc.","800-414-1901","Mitigo, Injection, 500 mg/20 mL (NDC 66794-162-02)","Reverified","08/04/2026","Available","","","","Analgesia/Addiction","Current","","","10/31/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Duramorph, Injection, 1 mg/1 mL (NDC 0641-6019-10)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Duramorph, Injection, .5 mg/1 mL (NDC 0641-6020-10)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Infumorph 200 (Preservative-Free Morphine Sulfate Sterile Solution), Injection, 10 mg/1 mL (NDC 0641-6039-01)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
"Morphine Sulfate Injection","Hikma Pharmaceuticals USA, Inc.","800-631-2174","Infumorph 500 (Preservative-Free Morphine Sulfate Sterile Solution), Injection, 25 mg/1 mL (NDC 0641-6040-01)","Reverified","08/13/2026","Available","Additional lots are scheduled to be manufactured. Product will be made available as it is released.","","","Analgesia/Addiction","Current","","","11/03/2017","","","","","","",""
